"name","id","nametype","recclass","mass_g","fall","year","reclat","reclong","GeoLocation"
"Canyon Diablo",5257,"Valid","Iron, IAB-MG",3e+07,"Found",1891,35.05,-111.03333,"(35.05, -111.03333)"
"Chupaderos",5363,"Valid","Iron, IIIAB",24300000,"Found",1852,27,-105.1,"(27.0, -105.1)"
"Bacubirito",4919,"Valid","Iron, ungrouped",2.2e+07,"Found",1863,26.2,-107.83333,"(26.2, -107.83333)"
"Willamette",24269,"Valid","Iron, IIIAB",15500000,"Found",1902,45.36667,-122.58333,"(45.36667, -122.58333)"
"Morito",16745,"Valid","Iron, IIIAB",10100000,"Found",1600,27.05,-105.43333,"(27.05, -105.43333)"
"Brenham",5136,"Valid","Pallasite, PMG-an",4300000,"Found",1882,37.5825,-99.16361,"(37.5825, -99.16361)"
"Old Woman",18007,"Valid","Iron, IIAB",2753000,"Found",1976,34.46667,-115.23333,"(34.46667, -115.23333)"
"Navajo",16926,"Valid","Iron, IIAB",2184000,"Found",1921,35.33333,-109.5,"(35.33333, -109.5)"
"Coahuila",5387,"Valid","Iron, IIAB",2100000,"Found",1837,28.7,-102.73333,"(28.7, -102.73333)"
"Allende",2278,"Valid","CV3",2e+06,"Fell",1969,26.96667,-105.31667,"(26.96667, -105.31667)"
"Odessa (iron)",17985,"Valid","Iron, IAB-MG",1600000,"Found",1922,31.71667,-102.4,"(31.71667, -102.4)"
"Casas Grandes",5285,"Valid","Iron, IIIAB",1545000,"Found",1867,30.4,-107.8,"(30.4, -107.8)"
"Quinn Canyon",22364,"Valid","Iron, IIIAB",1450000,"Found",1908,38.08333,-115.53333,"(38.08333, -115.53333)"
"Goose Lake",10947,"Valid","Iron, IAB-sLL",1169500,"Found",1938,41.98,-120.54167,"(41.98, -120.54167)"
"Norton County",17922,"Valid","Aubrite",1100000,"Fell",1948,39.68333,-99.86667,"(39.68333, -99.86667)"
"Tucson",24061,"Valid","Iron, ungrouped",975000,"Found",1850,31.85,-110.96667,"(31.85, -110.96667)"
"Cosby's Creek",5450,"Valid","Iron, IAB-MG",960000,"Found",1837,35.78333,-83.25,"(35.78333, -83.25)"
"Red River",22548,"Valid","Iron, IIIAB",8e+05,"Found",1808,32,-95,"(32.0, -95.0)"
"Sardis",23177,"Valid","Iron, IAB complex",8e+05,"Found",1940,32.94889,-81.865,"(32.94889, -81.865)"
"Plainview (1917)",18841,"Valid","H5",7e+05,"Found",1917,34.11667,-101.78333,"(34.11667, -101.78333)"
"Davis Mountains",6615,"Valid","Iron, IIIAB",689000,"Found",1903,30.75,-104.25,"(30.75, -104.25)"
"Arispe",2332,"Valid","Iron, IC",683000,"Found",1896,30.33333,-109.98333,"(30.33333, -109.98333)"
"Long Island",14694,"Valid","L6",564000,"Found",1891,39.93333,-99.6,"(39.93333, -99.6)"
"Drum Mountains",7733,"Valid","Iron, IIIAB",529000,"Found",1944,39.5,-112.9,"(39.5, -112.9)"
"Grant",10957,"Valid","Iron, IIIAB",525000,"Found",1929,35.16667,-107.88333,"(35.16667, -107.88333)"
"Trenton",24045,"Valid","Iron, IIIAB",505000,"Found",1858,43.36667,-88.13333,"(43.36667, -88.13333)"
"Carbo",5266,"Valid","Iron, IID",454000,"Found",1923,29.66667,-111.5,"(29.66667, -111.5)"
"Etter",10062,"Valid","L5",450000,"Found",1965,35.98333,-101.9,"(35.98333, -101.9)"
"Wallapai",24206,"Valid","Iron, IID",430000,"Found",1927,35.8,-113.7,"(35.8, -113.7)"
"Paragould",18101,"Valid","LL5",408000,"Fell",1930,36.06667,-90.5,"(36.06667, -90.5)"
"Mount Joy",16779,"Valid","Iron, IIAB",384000,"Found",1887,39.78333,-77.21667,"(39.78333, -77.21667)"
"Hugoton",11984,"Valid","H5",350000,"Found",1927,37.2,-101.35,"(37.2, -101.35)"
"Estherville",10059,"Valid","Mesosiderite-A3/4",320000,"Fell",1879,43.41667,-94.83333,"(43.41667, -94.83333)"
"Guffey",11441,"Valid","Iron, ungrouped",309000,"Found",1907,38.76667,-105.51667,"(38.76667, -105.51667)"
"Morland",16746,"Valid","H6",295000,"Found",1890,39.33333,-100.06667,"(39.33333, -100.06667)"
"Estacado",10057,"Valid","H6",290000,"Found",1883,33.9,-101.75,"(33.9, -101.75)"
"Clovis (no. 1)",5385,"Valid","H3.6",283000,"Found",1961,34.3,-103.13472,"(34.3, -103.13472)"
"Lake Murray",12446,"Valid","Iron, IIAB",270000,"Found",1933,34.1,-97,"(34.1, -97.0)"
"Potter",18878,"Valid","L6",261000,"Found",1941,41.23333,-103.3,"(41.23333, -103.3)"
"Tishomingo",24010,"Valid","Iron, ungrouped",260000,"Found",1965,34.25,-96.68333,"(34.25, -96.68333)"
"St. Genevieve County",23086,"Valid","Iron, IIIF",244500,"Found",1888,37.96667,-90.31667,"(37.96667, -90.31667)"
"Sacramento Mountains",22794,"Valid","Iron, IIIAB",237200,"Found",1890,32.91667,-104.66667,"(32.91667, -104.66667)"
"Homestead",11901,"Valid","L5",230000,"Fell",1875,41.8,-91.86667,"(41.8, -91.86667)"
"New Concord",16953,"Valid","L6",230000,"Fell",1860,40,-81.76667,"(40.0, -81.76667)"
"Bear Creek",4982,"Valid","Iron, IIIAB",227000,"Found",1866,39.6,-105.3,"(39.6, -105.3)"
"Holbrook",11894,"Valid","L/LL6",220000,"Fell",1912,34.9,-110.18333,"(34.9, -110.18333)"
"Acuña",373,"Valid","Iron, IIIAB",217700,"Found",1981,29.31667,-100.96667,"(29.31667, -100.96667)"
"Dimmitt",7645,"Valid","H3.7",2e+05,"Found",1942,34.58333,-102.16667,"(34.58333, -102.16667)"
"Kenton County",12280,"Valid","Iron, IIIAB",194000,"Found",1889,38.81667,-84.6,"(38.81667, -84.6)"
"Owens Valley",18061,"Valid","Iron, IIIAB",192800,"Found",1913,37.46667,-118,"(37.46667, -118.0)"
"Admire",380,"Valid","Pallasite, PMG",180000,"Found",1881,38.7,-96.1,"(38.7, -96.1)"
"Travis County (a)",24040,"Valid","H5",175400,"Found",1889,30.3,-97.7,"(30.3, -97.7)"
"Owasco",18060,"Valid","L6",168400,"Found",1984,41.2,-103.68333,"(41.2, -103.68333)"
"Madoc",15381,"Valid","Iron, IIIAB",168000,"Found",1854,44.5,-77.46667,"(44.5, -77.46667)"
"Knowles",12334,"Valid","Iron, IIIAB",161000,"Found",1903,36.9,-100.21667,"(36.9, -100.21667)"
"Mount Vernon",16806,"Valid","Pallasite, PMG",159000,"Found",1868,36.93333,-87.4,"(36.93333, -87.4)"
"Kimble County",12311,"Valid","H6",153800,"Found",1918,30.41667,-99.4,"(30.41667, -99.4)"
"Bluff (a)",5087,"Valid","L5",153300,"Found",1878,29.87861,-96.87222,"(29.87861, -96.87222)"
"Forest City",10119,"Valid","H5",152000,"Fell",1890,43.25,-93.66667,"(43.25, -93.66667)"
"Weston",24249,"Valid","H4",150000,"Fell",1807,41.266667,-73.266667,"(41.266667, -73.266667)"
"McKinney",15463,"Valid","L4",150000,"Found",1870,33.18333,-96.71667,"(33.18333, -96.71667)"
"Tres Castillos",24047,"Valid","Iron, ungrouped",150000,"Found",1992,29.47,-105.8,"(29.47, -105.8)"
"Camp Wood",51830,"Valid","Iron, IIIAB",148000,"Found",NA,29.7725,-99.875,"(29.7725, -99.875)"
"Glorieta Mountain",10935,"Valid","Pallasite, PMG-an",148000,"Found",1884,35.6,-105.8,"(35.6, -105.8)"
"Wichita County",24257,"Valid","Iron, IAB-MG",145000,"Found",1836,34.06667,-98.91667,"(34.06667, -98.91667)"
"Keyes",12287,"Valid","L6",142000,"Found",1939,36.71667,-102.5,"(36.71667, -102.5)"
"Ysleta",30375,"Valid","Iron, ungrouped",140700,"Found",1914,31.65,-106.18333,"(31.65, -106.18333)"
"Selma",23486,"Valid","H4",140600,"Found",1906,32.4,-87,"(32.4, -87.0)"
"Huizopa",11985,"Valid","Iron, IVA",140000,"Found",1907,28.9,-108.56667,"(28.9, -108.56667)"
"Ider",11999,"Valid","Iron, IIIAB",140000,"Found",1957,34.68333,-85.65,"(34.68333, -85.65)"
"Brainard",5131,"Valid","Iron, IIIAB",138300,"Found",1978,41.15333,-96.955,"(41.15333, -96.955)"
"Babb's Mill (Blake's Iron)",4915,"Valid","Iron, ungrouped",136000,"Found",1876,36.3,-82.88333,"(36.3, -82.88333)"
"Carnegie",5278,"Valid","L6",132700,"Found",1963,35.16667,-98.64389,"(35.16667, -98.64389)"
"Ozona",18066,"Valid","H6",127500,"Found",1929,30.73333,-101.3,"(30.73333, -101.3)"
"Carthage",5282,"Valid","Iron, IIIAB",127000,"Found",1840,36.26667,-85.98333,"(36.26667, -85.98333)"
"Scurry",23468,"Valid","H5",118000,"Found",1937,32.5,-101,"(32.5, -101.0)"
"Cleveland",5379,"Valid","Iron, IIIAB",115000,"Found",1860,34.88333,-84.78333,"(34.88333, -84.78333)"
"Buenaventura",5162,"Valid","Iron, IIIAB",113600,"Found",1969,29.8,-107.55,"(29.8, -107.55)"
"Oakley (iron)",17972,"Valid","Iron, IIIF",111000,"Found",1926,42.33333,-113.7,"(42.33333, -113.7)"
"Florey",10112,"Valid","H6",110800,"Found",1978,32.5225,-102.705,"(32.5225, -102.705)"
"Faith",10071,"Valid","H5",105000,"Found",1952,45.33333,-102.08333,"(45.33333, -102.08333)"
"Chico",5346,"Valid","L6",104800,"Found",1954,36.5,-104.2,"(36.5, -104.2)"
"Colby (Wisconsin)",5395,"Valid","L6",104000,"Fell",1917,44.9,-90.28333,"(44.9, -90.28333)"
"Rifle",22605,"Valid","Iron, IAB-MG",102700,"Found",1948,38.51667,-107.83333,"(38.51667, -107.83333)"
"Faucett",10077,"Valid","H5",1e+05,"Found",1966,39.61667,-94.86667,"(39.61667, -94.86667)"
"Franconia",10174,"Valid","H5",1e+05,"Found",2002,34.71637,-114.22197,"(34.71637, -114.22197)"
"Pierceville (iron)",18819,"Valid","Iron, IIIAB",1e+05,"Found",1917,37.86667,-100.66667,"(37.86667, -100.66667)"
"Social Circle",23659,"Valid","Iron, IVA",99300,"Found",1927,33.7,-83.7,"(33.7, -83.7)"
"Loreto",14705,"Valid","Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"(26.01667, -111.36667)"
"Carver",5284,"Valid","Iron, IIAB",94000,"Found",1935,32,-86,"(32.0, -86.0)"
"Concho",5417,"Valid","L6",93500,"Found",1939,32,-101.5,"(32.0, -101.5)"
"Richardton",22599,"Valid","H5",90000,"Fell",1918,46.88333,-102.31667,"(46.88333, -102.31667)"
"Farmington",10074,"Valid","L5",89400,"Fell",1890,39.75,-97.03333,"(39.75, -97.03333)"
"Mincy",16694,"Valid","Mesosiderite-B4",89400,"Found",1857,36.55,-93.1,"(36.55, -93.1)"
"Bennett County",5022,"Valid","Iron, IIAB",89000,"Found",1934,43.5,-101.25,"(43.5, -101.25)"
"Mills",16687,"Valid","H6",88000,"Found",1970,36.23,-104.11889,"(36.23, -104.11889)"
"San Angelo",23117,"Valid","Iron, IIIAB",88000,"Found",1897,31.41667,-100.35,"(31.41667, -100.35)"
"Wagon Mound",24196,"Valid","L6",87500,"Found",1932,35.84083,-104.58583,"(35.84083, -104.58583)"
"Bath Furnace",4975,"Valid","L6",86000,"Fell",1902,38.25,-83.75,"(38.25, -83.75)"
"Tulia (a)",24066,"Valid","H3-4",86000,"Found",1917,34.61667,-101.95,"(34.61667, -101.95)"
"Juanita de Angeles",12204,"Valid","H5",85000,"Found",1992,28.41667,-105.08333,"(28.41667, -105.08333)"
"Zapaliname",30392,"Valid","Iron, IAB-MG",85000,"Found",1998,25.00944,-100.75,"(25.00944, -100.75)"
"Bruceville",5155,"Valid","L6",83000,"Found",1998,38.295,-121.405,"(38.295, -121.405)"
"Gretna",11201,"Valid","L5",82000,"Found",1912,39.93333,-99.21667,"(39.93333, -99.21667)"
"Ness County (1894)",16946,"Valid","L6",82000,"Found",1894,38.5,-99.6,"(38.5, -99.6)"
"Renfrow",22588,"Valid","L6",81600,"Found",1986,36.98667,-97.555,"(36.98667, -97.555)"
"Carlton",5277,"Valid","Iron, IAB-sLM",81200,"Found",1887,31.91667,-98.03333,"(31.91667, -98.03333)"
"Ainsworth",422,"Valid","Iron, IIAB",80650,"Found",1907,42.6,-99.8,"(42.6, -99.8)"
"Belle Plaine",5004,"Valid","L6",78800,"Found",1950,37.31667,-97.25,"(37.31667, -97.25)"
"Augusta County",4897,"Valid","Iron, IIIAB",76000,"Found",1858,38.16667,-79.08333,"(38.16667, -79.08333)"
"Northbranch",17010,"Valid","H5",76000,"Found",1972,39.99167,-98.34167,"(39.99167, -98.34167)"
"Yelland Dry Lake",52641,"Valid","H4",76000,"Found",2007,39.35067,-114.40783,"(39.35067, -114.40783)"
"Acme",371,"Valid","H5",75000,"Found",1947,33.63333,-104.26667,"(33.63333, -104.26667)"
"Bayard",4978,"Valid","L5",75000,"Found",1982,41.81667,-103.36667,"(41.81667, -103.36667)"
"Wolsey",24328,"Valid","Iron, IAB-MG",74830,"Found",1981,44.4,-98.53333,"(44.4, -98.53333)"
"Tilden",23998,"Valid","L6",74800,"Fell",1927,38.2,-89.68333,"(38.2, -89.68333)"
"Walker County",24204,"Valid","Iron, IIAB",74800,"Found",1832,34,-87.16667,"(34.0, -87.16667)"
"Hunter",11987,"Valid","LL5",74600,"Found",1962,36.56,-97.66667,"(36.56, -97.66667)"
"Nelson County",16942,"Valid","Iron, IIIF",73030,"Found",1856,37.75,-85.5,"(37.75, -85.5)"
"Uwharrie",24139,"Valid","Iron, IIIAB",72700,"Found",1930,35.51667,-79.96667,"(35.51667, -79.96667)"
"Portales Valley",18874,"Valid","H6",71400,"Fell",1998,34.175,-103.295,"(34.175, -103.295)"
"Smithville",23654,"Valid","Iron, IAB-MG",70500,"Found",1840,35.98333,-85.85,"(35.98333, -85.85)"
"Peña Blanca Spring",18786,"Valid","Aubrite",70000,"Fell",1946,30.125,-103.11667,"(30.125, -103.11667)"
"Smithonia",23651,"Valid","Iron, IIAB",69900,"Found",1940,34,-83.16667,"(34.0, -83.16667)"
"Landes",12457,"Valid","Iron, IAB-MG",69800,"Found",1930,38.9,-79.18333,"(38.9, -79.18333)"
"Burlington",5172,"Valid","Iron, IIIE",68000,"Found",1819,42.75,-75.18333,"(42.75, -75.18333)"
"Marlow",15428,"Valid","L5",68000,"Found",1936,34.6,-97.91667,"(34.6, -97.91667)"
"Signal Mountain",23592,"Valid","Iron, IVA",63500,"Found",1919,32.5,-115.5,"(32.5, -115.5)"
"Covert",5456,"Valid","H5",61000,"Found",1896,39.2,-98.78333,"(39.2, -98.78333)"
"Gold Basin",10940,"Valid","L4",61000,"Found",1995,35.875,-114.23333,"(35.875, -114.23333)"
"Savannah",23189,"Valid","Iron, IIIAB",60000,"Found",1923,35.16667,-88.18333,"(35.16667, -88.18333)"
"Guadalupe y Calvo",11431,"Valid","Iron, IIAB",58630,"Found",1971,26.1,-106.96667,"(26.1, -106.96667)"
"Ivanpah",12062,"Valid","Iron, IIIAB",58000,"Found",1880,35.33333,-115.31667,"(35.33333, -115.31667)"
"Phillips County (stone)",18808,"Valid","L6",57900,"Fell",1901,40,-99.25,"(40.0, -99.25)"
"Julesburg",12208,"Valid","L3.6",57900,"Found",1983,39.975,-102.26667,"(39.975, -102.26667)"
"Miami",16630,"Valid","H5",57700,"Found",1930,35.66667,-100.6,"(35.66667, -100.6)"
"Gladstone (stone)",10921,"Valid","H4",57300,"Found",1936,36.3,-104,"(36.3, -104.0)"
"Farmville",10075,"Valid","H4",56000,"Fell",1934,35.55,-77.53333,"(35.55, -77.53333)"
"Ashmore",2349,"Valid","H5",55400,"Found",1969,32.9,-102.28333,"(32.9, -102.28333)"
"Jenkins",12080,"Valid","Iron, IAB-MG",55400,"Found",1946,36.82444,-93.76111,"(36.82444, -93.76111)"
"Wellman (a)",24237,"Valid","H5",55000,"Found",1940,33.03333,-102.33333,"(33.03333, -102.33333)"
"Rosebud",22767,"Valid","H5",54900,"Found",1915,30.81667,-97.05,"(30.81667, -97.05)"
"Chihuahua City",5350,"Valid","Iron, IC",54000,"Found",1929,28.66667,-106.11667,"(28.66667, -106.11667)"
"Ruff's Mountain",22779,"Valid","Iron, IIIAB",53070,"Found",1844,34.3,-81.4,"(34.3, -81.4)"
"Dalton",5509,"Valid","Iron, IIIAB",53000,"Found",1879,34.8,-84.98333,"(34.8, -84.98333)"
"Ahumada",419,"Valid","Pallasite, PMG",52600,"Found",1909,30.7,-105.5,"(30.7, -105.5)"
"Benjamin",5020,"Valid","H4/5",51800,"Found",1969,33.58333,-99.8,"(33.58333, -99.8)"
"Grand Rapids",10955,"Valid","Iron, ungrouped",51700,"Found",1883,42.96667,-85.76667,"(42.96667, -85.76667)"
"Leedey",12755,"Valid","L6",51500,"Fell",1943,35.88333,-99.33333,"(35.88333, -99.33333)"
"Willow Creek",24276,"Valid","Iron, IIIE",51000,"Found",1914,43.46667,-106.76667,"(43.46667, -106.76667)"
"La Grange",12399,"Valid","Iron, IVA",50800,"Found",1860,38.4,-85.36667,"(38.4, -85.36667)"
"Davy (a)",6616,"Valid","L4",50600,"Found",1940,29.1,-97.6,"(29.1, -97.6)"
"Richland",22601,"Valid","Iron, IIAB",50600,"Found",1951,31.9,-96.4,"(31.9, -96.4)"
"Waconda",24195,"Valid","L6",50000,"Found",1873,39.33333,-98.16667,"(39.33333, -98.16667)"
"Mapleton",15410,"Valid","Iron, IIIAB",49000,"Found",1939,42.18333,-95.71667,"(42.18333, -95.71667)"
"Cabin Creek",5186,"Valid","Iron, IIIAB",48500,"Fell",1886,35.5,-93.5,"(35.5, -93.5)"
"Bear Lodge",4983,"Valid","Iron, IIIAB",48500,"Found",1931,44.5,-104.2,"(44.5, -104.2)"
"Crab Orchard",5461,"Valid","Mesosiderite-A1",48500,"Found",1887,35.83333,-84.91667,"(35.83333, -84.91667)"
"Woodbine",24330,"Valid","Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"(42.34667, -90.1675)"
"Dresden (Ontario)",7731,"Valid","H6",47700,"Fell",1939,42.52,-82.26,"(42.52, -82.26)"
"Red Rock",22549,"Valid","Iron, IIIAB",47600,"Found",1976,35.41667,-117.91667,"(35.41667, -117.91667)"
"Roy (1933)",22774,"Valid","L5",47200,"Found",1933,35.95,-104.2,"(35.95, -104.2)"
"Gomez",10944,"Valid","L6",47000,"Found",1974,33.18139,-102.40139,"(33.18139, -102.40139)"
"Cuero",5493,"Valid","H5",46500,"Found",1936,29.01667,-97.28333,"(29.01667, -97.28333)"
"Harrisonville",11844,"Valid","L6",46500,"Found",1933,38.65,-94.33333,"(38.65, -94.33333)"
"Lakewood",12450,"Valid","L6",46500,"Found",1955,32.62972,-104.35,"(32.62972, -104.35)"
"Osseo",18037,"Valid","Iron, IAB complex",46300,"Found",1931,47.63333,-80.08333,"(47.63333, -80.08333)"
"Dumas (a)",7741,"Valid","H5",46050,"Found",1956,35.9,-101.9,"(35.9, -101.9)"
"Linwood",14657,"Valid","Iron, IAB-MG",46000,"Found",1940,41.43333,-96.96667,"(41.43333, -96.96667)"
"Woodward County",24333,"Valid","H4",45500,"Found",1923,36.5,-99.5,"(36.5, -99.5)"
"Needles",16936,"Valid","Iron, IID",45300,"Found",1962,34.44417,-114.8325,"(34.44417, -114.8325)"
"Sandia Mountains",23156,"Valid","Iron, IIAB",45000,"Found",1925,35.25,-106.5,"(35.25, -106.5)"
"Wellman (c)",24239,"Valid","H4",45000,"Found",1964,33.03333,-102.33333,"(33.03333, -102.33333)"
"Saginaw",22797,"Valid","Iron",44500,"Found",1979,32.86583,-97.32306,"(32.86583, -97.32306)"
"Beenham",4995,"Valid","L5",44400,"Found",1937,36.21667,-103.65,"(36.21667, -103.65)"
"Kelly",12273,"Valid","LL4",44300,"Found",1937,40.46667,-103.03333,"(40.46667, -103.03333)"
"Dix",7651,"Valid","L6",44000,"Found",1927,41.23333,-103.48333,"(41.23333, -103.48333)"
"Rodeo",22643,"Valid","Iron, IID",44000,"Found",1852,25.33333,-104.66667,"(25.33333, -104.66667)"
"Seminole",23488,"Valid","H4",43900,"Found",1961,32.68333,-102.61667,"(32.68333, -102.61667)"
"Staunton",23716,"Valid","Iron, IIIE",43500,"Found",1869,38.21667,-79.05,"(38.21667, -79.05)"
"Tombigbee River",24021,"Valid","Iron, IIG",43000,"Found",1859,32.23333,-88.2,"(32.23333, -88.2)"
"Joe Wright Mountain",12174,"Valid","Iron, IIIAB",42600,"Found",1884,35.76667,-91.5,"(35.76667, -91.5)"
"Macy",15378,"Valid","L6",42000,"Found",1984,34.21667,-103.91667,"(34.21667, -103.91667)"
"Anton",2311,"Valid","H4",41800,"Found",1965,33.7825,-102.18111,"(33.7825, -102.18111)"
"Bonita Springs",5104,"Valid","H5",41800,"Found",1938,26.26667,-81.75,"(26.26667, -81.75)"
"Clovis (no. 2)",5386,"Valid","L6",41300,"Found",1963,34.3,-103.13333,"(34.3, -103.13333)"
"Butler",5182,"Valid","Iron, ungrouped",41000,"Found",1874,38.3,-94.36667,"(38.3, -94.36667)"
"Brownfield (1937)",5151,"Valid","H3.7",40960,"Found",1937,33.21667,-102.18333,"(33.21667, -102.18333)"
"Millen",16644,"Valid","H4",40800,"Found",1975,32.83528,-81.87389,"(32.83528, -81.87389)"
"Richfield",22600,"Valid","LL3.7",40800,"Found",1983,37.22222,-101.68139,"(37.22222, -101.68139)"
"Johnstown",12198,"Valid","Diogenite",40300,"Fell",1924,40.35,-104.9,"(40.35, -104.9)"
"Calliham",5201,"Valid","L6",40000,"Found",1958,28.41667,-98.25,"(28.41667, -98.25)"
"Manitouwabing",15406,"Valid","Iron, IIIAB",39000,"Found",1962,45.44,-79.87556,"(45.44, -79.87556)"
"Shingle Springs",23535,"Valid","Iron, ungrouped",39000,"Found",1869,38.66667,-120.93333,"(38.66667, -120.93333)"
"Weaver Mountains",24227,"Valid","Iron, IVB",38800,"Found",1898,34.25,-112.75,"(34.25, -112.75)"
"Lamont",12453,"Valid","Mesosiderite",38690,"Found",1940,38.07778,-96.02639,"(38.07778, -96.02639)"
"Mayfield",15450,"Valid","H4",38400,"Found",1972,37.30833,-97.545,"(37.30833, -97.545)"
"Albin (pallasite)",455,"Valid","Pallasite, PMG",37600,"Found",1915,41.5,-104.1,"(41.5, -104.1)"
"Densmore (1879)",6656,"Valid","L6",37200,"Found",1879,39.65,-99.68333,"(39.65, -99.68333)"
"Waterville",24219,"Valid","Iron, IAB-ung",37125,"Found",1917,47.767778,-119.876389,"(47.767778, -119.876389)"
"Melrose (a)",15475,"Valid","L5",36400,"Found",1933,34.38333,-103.61667,"(34.38333, -103.61667)"
"Eagle Station",7761,"Valid","Pallasite, PES",36000,"Found",1880,38.61667,-84.96667,"(38.61667, -84.96667)"
"Haskell",11849,"Valid","L5",36000,"Found",1909,33.21333,-99.73167,"(33.21333, -99.73167)"
"Kansas City (1903)",12248,"Valid","H5",36000,"Found",1903,39.1,-94.63333,"(39.1, -94.63333)"
"San Emigdio",23122,"Valid","H4",36000,"Found",1887,36,-119,"(36.0, -119.0)"
"Coffeyville",51051,"Valid","H5",35900,"Found",2006,37.01667,-95.66667,"(37.01667, -95.66667)"
"El Burro",7793,"Valid","Iron, IIAB",35900,"Found",1939,29.33333,-101.83333,"(29.33333, -101.83333)"
"Costilla Peak",5453,"Valid","Iron, IIIAB",35500,"Found",1881,36.83333,-105.23333,"(36.83333, -105.23333)"
"Lueders",14750,"Valid","Iron, IAB-MG",35400,"Found",1973,32.83611,-99.60417,"(32.83611, -99.60417)"
"Ladder Creek",12410,"Valid","L6",35100,"Found",1937,38.61667,-101.63333,"(38.61667, -101.63333)"
"Modoc (1905)",16711,"Valid","L6",35000,"Fell",1905,38.5,-101.1,"(38.5, -101.1)"
"Guin",11445,"Valid","Iron, ungrouped",34500,"Found",1969,33.96667,-87.91667,"(33.96667, -87.91667)"
"Vermillion",24167,"Valid","Pallasite, ungrouped",34360,"Found",1991,39.73633,-96.36133,"(39.73633, -96.36133)"
"Plains",18839,"Valid","H5",34300,"Found",1964,33.28333,-102.76667,"(33.28333, -102.76667)"
"Buck Mountains 003",44705,"Valid","L6",34200,"Found",2005,34.7345,-114.21717,"(34.7345, -114.21717)"
"Bella Roca",5003,"Valid","Iron, IIIAB",33000,"Found",1888,24.9,-105.4,"(24.9, -105.4)"
"Putnam County",18906,"Valid","Iron, IVA",32700,"Found",1839,33.25,-83.25,"(33.25, -83.25)"
"Allegan",2276,"Valid","H5",32000,"Fell",1899,42.53333,-85.88333,"(42.53333, -85.88333)"
"Ioka",12040,"Valid","L3.5",31500,"Found",1931,40.25,-110.08333,"(40.25, -110.08333)"
"Arriba",2339,"Valid","L5",31100,"Found",1936,39.3,-103.25,"(39.3, -103.25)"
"Saline",23109,"Valid","H5",30800,"Found",1901,39.4,-100.4,"(39.4, -100.4)"
"Puente del Zacate",18894,"Valid","Iron, IIIAB",30790,"Found",1904,27.86667,-101.5,"(27.86667, -101.5)"
"Bledsoe",5074,"Valid","H4",30500,"Found",1970,33.59167,-103.02667,"(33.59167, -103.02667)"
"Hagersville",11470,"Valid","Iron, IAB complex",30000,"Found",1999,42.96667,-80.15,"(42.96667, -80.15)"
"Harriman (Of)",11840,"Valid","Iron, IVA",30000,"Found",1947,35.95,-84.56667,"(35.95, -84.56667)"
"La Lande",12400,"Valid","L5",30000,"Found",1933,34.45,-104.13333,"(34.45, -104.13333)"
"Leon",12764,"Valid","H5",30000,"Found",1943,37.66667,-96.76667,"(37.66667, -96.76667)"
"Jerome (Kansas)",12083,"Valid","L4",29600,"Found",1894,38.76667,-100.73333,"(38.76667, -100.73333)"
"Fairview",10070,"Valid","Iron, IIIAB",28800,"Found",1986,34.10139,-102.65,"(34.10139, -102.65)"
"Great Bend",11180,"Valid","H6",28770,"Found",1983,38.395,-98.91583,"(38.395, -98.91583)"
"Cumpas",5497,"Valid","Iron, IIIAB",28600,"Found",1903,30,-109.66667,"(30.0, -109.66667)"
"Ocotillo",17980,"Valid","Iron, IAB-MG",28570,"Found",1990,32.83333,-116.06667,"(32.83333, -116.06667)"
"Marion (Iowa)",15424,"Valid","L6",28400,"Fell",1847,41.9,-91.6,"(41.9, -91.6)"
"Walters",24210,"Valid","L6",28100,"Fell",1946,34.33333,-98.3,"(34.33333, -98.3)"
"Larned",50998,"Valid","Aubrite-an",28100,"Found",1977,38.1995,-99.162,"(38.1995, -99.162)"
"Bunker Hill",54611,"Valid","L6",28000,"Found",2002,38.84833,-98.72383,"(38.84833, -98.72383)"
"Monahans (1938)",16718,"Valid","Iron, IIF",27900,"Found",1938,31.48333,-102.88333,"(31.48333, -102.88333)"
"Oakley (stone)",17973,"Valid","H6",27700,"Found",1895,38.95,-101.01667,"(38.95, -101.01667)"
"Weldona",24234,"Valid","H4",27700,"Found",1934,40.35,-103.95,"(40.35, -103.95)"
"El Capitan",7794,"Valid","Iron, IIIAB",27500,"Found",1893,33.5,-105.5,"(33.5, -105.5)"
"Dumont",47341,"Valid","Iron, IVB",27420,"Found",1994,33.81667,-100.51667,"(33.81667, -100.51667)"
"Ashfork",2348,"Valid","Iron, IAB-MG",27000,"Found",1901,35.25,-112.5,"(35.25, -112.5)"
"Tazewell",23891,"Valid","Iron, IAB-sLH",27000,"Found",1853,36.43333,-83.75,"(36.43333, -83.75)"
"Seagraves (c)",23471,"Valid","L6/7",26810,"Found",1989,32.98333,-102.56667,"(32.98333, -102.56667)"
"Kaffir (d)",12226,"Valid","L5",26760,"Found",1981,34.67167,-101.815,"(34.67167, -101.815)"
"Forestburg (b)",10122,"Valid","L5",26600,"Found",1957,33.49556,-97.58861,"(33.49556, -97.58861)"
"Wilder",24267,"Valid","H5",26600,"Found",1982,43.72444,-116.91167,"(43.72444, -116.91167)"
